Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
04/12/2021,Bihar,55182292,30096116,85278408,
04/12/2021,Chandigarh,946170,648788,1594958,
04/12/2021,Chhattisgarh,16727446,9937826,26665272,
04/12/2021,Delhi,14067989,9165753,23233742,
04/12/2021,Goa,1286728,1045156,2331884,
04/12/2021,Gujarat,45994116,36737585,82731701,
04/12/2021,Haryana,18726308,10508449,29234757,
04/12/2021,Himachal Pradesh,5837925,5389252,11227177,
04/12/2021,Jammu and Kashmir,9616854,7270183,16887037,
04/12/2021,Jharkhand,16823389,8263132,25086521,
04/12/2021,Karnataka,45581616,31449814,77031430,
04/12/2021,Kerala,25777959,18056569,43834528,
04/12/2021,Ladakh,212359,172436,384795,
04/12/2021,Lakshadweep,55464,49948,105412,
04/12/2021,Madhya Pradesh,51357321,38611197,89968518,
04/12/2021,Maharashtra,75816194,42457584,118273778,
04/12/2021,Manipur,1290216,902228,2192444,
04/12/2021,Meghalaya,1173246,824127,1997373,
04/12/2021,Mizoram,736910,564502,1301412,
04/12/2021,Nagaland,742154,553035,1295189,
04/12/2021,Odisha,28065882,16409255,44475137,
04/12/2021,Puducherry,780597,490411,1271008,
04/12/2021,Punjab,16648986,7892040,24541026,
04/12/2021,Rajasthan,43969819,26886244,70856063,
04/12/2021,Sikkim,523497,472113,995610,
04/12/2021,Tamil Nadu,46365452,26622634,72988086,
04/12/2021,Telangana,25468750,13380931,38849681,
04/12/2021,Tripura,2557801,2048599,4606400,
04/12/2021,Uttar Pradesh,114330212,52998348,167328560,
04/12/2021,Uttarakhand,7618659,5319816,12938475,
04/12/2021,West Bengal,63673144,30868964,94542108,
04/12/2021,Dadra and Nagar Haveli and Daman and Diu,676735,447823,1124558,
04/12/2021,Miscellaneous,2237713,1569657,3807370,
04/12/2021,Total,799071752,477111313,1276183065,
05/12/2021,Andaman and Nicobar Islands,297333,264286,561619,
05/12/2021,Andhra Pradesh,35893616,25587408,61481024,
05/12/2021,Arunachal Pradesh,797015,618173,1415188,
05/12/2021,Assam,21487024,12700823,34187847,
05/12/2021,Bihar,55266998,30447014,85714012,
05/12/2021,Chandigarh,946805,651106,1597911,
05/12/2021,Chhattisgarh,16768354,9993300,26761654,
05/12/2021,Delhi,14087352,9191682,23279034,
05/12/2021,Goa,1286729,1045156,2331885,
05/12/2021,Gujarat,46010903,36833002,82843905,
05/12/2021,Haryana,18740687,10548995,29289682,
05/12/2021,Himachal Pradesh,5838123,5391141,11229264,
05/12/2021,Jammu and Kashmir,9617709,7303647,16921356,
05/12/2021,Jharkhand,16871532,8354112,25225644,
05/12/2021,Karnataka,45639960,31556633,77196593,
05/12/2021,Kerala,25779384,18064088,43843472,
05/12/2021,Ladakh,212359,172436,384795,
05/12/2021,Lakshadweep,55469,50042,105511,
05/12/2021,Madhya Pradesh,51369368,38785861,90155229,
05/12/2021,Maharashtra,75892329,42558105,118450434,
05/12/2021,Manipur,1291457,904466,2195923,
05/12/2021,Meghalaya,1173289,824198,1997487,
05/12/2021,Mizoram,736943,564503,1301446,
05/12/2021,Nagaland,743394,553683,1297077,
05/12/2021,Odisha,28082547,16441393,44523940,
05/12/2021,Puducherry,782797,492346,1275143,
05/12/2021,Punjab,16654932,7907252,24562184,
05/12/2021,Rajasthan,44000073,26994637,70994710,
05/12/2021,Sikkim,523497,472113,995610,
05/12/2021,Tamil Nadu,46489016,26826690,73315706,
05/12/2021,Telangana,25511958,13407710,38919668,
05/12/2021,Tripura,2557912,2050192,4608104,
05/12/2021,Uttar Pradesh,114559208,53247000,167806208,
05/12/2021,Uttarakhand,7623030,5352355,12975385,
05/12/2021,West Bengal,63697684,30935313,94632997,
05/12/2021,Dadra and Nagar Haveli and Daman and Diu,676773,447879,1124652,
05/12/2021,Miscellaneous,2237713,1569657,3807370,
05/12/2021,Total,800201272,479108397,1279309669,
06/12/2021,Andaman and Nicobar Islands,297479,266699,564178,
06/12/2021,Andhra Pradesh,36186125,25792949,61979074,
06/12/2021,Arunachal Pradesh,797656,620509,1418165,
06/12/2021,Assam,21514060,12837120,34351180,
06/12/2021,Bihar,55387802,30964634,86352436,
06/12/2021,Chandigarh,948134,655669,1603803,
06/12/2021,Chhattisgarh,16822645,10084091,26906736,
06/12/2021,Dadra and Nagar Haveli and Daman and Diu,677940,451293,1129233,
06/12/2021,Delhi,14156186,9295806,23451992,
06/12/2021,Goa,1288024,1049371,2337395,
06/12/2021,Gujarat,46058115,37117440,83175555,
06/12/2021,Haryana,18776083,10673156,29449239,
06/12/2021,Himachal Pradesh,5839664,5400406,11240070,
06/12/2021,Jammu and Kashmir,9621925,7364676,16986601,
06/12/2021,Jharkhand,16933583,8472797,25406380,
06/12/2021,Karnataka,45804673,31937983,77742656,
06/12/2021,Kerala,25804167,18257359,44061526,
06/12/2021,Ladakh,212463,172758,385221,
06/12/2021,Lakshadweep,55474,50226,105700,
06/12/2021,Madhya Pradesh,51411669,39334047,90745716,
06/12/2021,Maharashtra,76270772,43215876,119486648,
06/12/2021,Manipur,1292766,908766,2201532,
06/12/2021,Meghalaya,1177033,829303,2006336,
06/12/2021,Mizoram,737185,565515,1302700,
06/12/2021,Nagaland,744915,555002,1299917,
06/12/2021,Odisha,28136976,16642916,44779892,
06/12/2021,Puducherry,787534,496569,1284103,
06/12/2021,Punjab,16683382,7995225,24678607,
06/12/2021,Rajasthan,44104176,27379892,71484068,
06/12/2021,Sikkim,523613,473153,996766,
06/12/2021,Tamil Nadu,46653293,27100814,73754107,
06/12/2021,Telangana,25709479,13579730,c,
06/12/2021,Tripura,2558308,2053510,4611818,
06/12/2021,Uttar Pradesh,115068284,53996678,169064962,
06/12/2021,Uttarakhand,7633940,5425189,13059129,
06/12/2021,West Bengal,63768682,31341744,95110426,
06/12/2021,Miscellaneous,2237717,1569797,3807514,
06/12/2021,Total,802681922,484928668,1287610590,
07/12/2021,Andaman and Nicobar Islands,297612,268810,566422,
07/12/2021,Andhra Pradesh,36430476,25939239,62369715,
07/12/2021,Arunachal Pradesh,798186,622647,1420833,
07/12/2021,Assam,21533446,12967942,34501388,
07/12/2021,Bihar,55502852,31471131,86973983,
07/12/2021,Chandigarh,949484,660179,1609663,
07/12/2021,Chhattisgarh,16865421,10158040,27023461,
07/12/2021,Dadra and Nagar Haveli and Daman and Diu,679301,454868,1134169,
07/12/2021,Delhi,14220141,9390679,23610820,
07/12/2021,Goa,1289060,1052743,2341803,
07/12/2021,Gujarat,46110619,37445179,83555798,
07/12/2021,Haryana,18815284,10813340,29628624,
07/12/2021,Himachal Pradesh,5841235,5408219,11249454,
07/12/2021,Jammu and Kashmir,9626031,7424231,17050262,
07/12/2021,Jharkhand,16998384,8588388,25586772,
07/12/2021,Karnataka,45949415,32275114,78224529,
07/12/2021,Kerala,25810690,18304009,44114699,
07/12/2021,Ladakh,212539,172994,385533,
07/12/2021,Lakshadweep,55484,50362,105846,
07/12/2021,Madhya Pradesh,51444204,39617847,91062051,
07/12/2021,Maharashtra,76571467,43746075,120317542,
07/12/2021,Manipur,1294106,913172,2207278,
07/12/2021,Meghalaya,1181714,834776,2016490,
07/12/2021,Mizoram,737950,567160,1305110,
07/12/2021,Nagaland,746358,556765,1303123,
07/12/2021,Odisha,28194859,16858323,45053182,
07/12/2021,Puducherry,791659,500680,1292339,
07/12/2021,Punjab,16714157,8087880,24802037,
07/12/2021,Rajasthan,44201914,27770738,71972652,
07/12/2021,Sikkim,523742,474106,997848,
07/12/2021,Tamil Nadu,46787636,27327616,74115252,
07/12/2021,Telangana,25915803,13744831,39660634,
07/12/2021,Tripura,2559115,2058533,4617648,
07/12/2021,Uttar Pradesh,115711995,55021327,170733322,
07/12/2021,Uttarakhand,7642990,5485183,13128173,
07/12/2021,West Bengal,63843941,31729992,95573933,
07/12/2021,Miscellaneous,2237729,1569858,3807587,
07/12/2021,Total,805086999,490332976,1295419975,
08/12/2021,Andaman and Nicobar Islands,297752,271107,568859,
08/12/2021,Andhra Pradesh,36713575,26126248,62839823,
08/12/2021,Arunachal Pradesh,798773,625200,1423973,
08/12/2021,Assam,21548147,13054648,34602795,
08/12/2021,Bihar,55587464,31823404,87410868,
08/12/2021,Chandigarh,950404,663094,1613498,
08/12/2021,Chhattisgarh,16954286,10276049,27230335,
08/12/2021,Dadra and Nagar Haveli and Daman and Diu,680757,458206,1138963,
08/12/2021,Delhi,14270734,9467718,23738452,
08/12/2021,Goa,1289916,1055413,2345329,
08/12/2021,Gujarat,46154135,37734807,83888942,
08/12/2021,Haryana,18844634,10921428,29766062,
08/12/2021,Himachal Pradesh,5842591,5414807,11257398,
08/12/2021,Jammu and Kashmir,9630029,7477129,17107158,
08/12/2021,Jharkhand,17062447,8706234,25768681,
08/12/2021,Karnataka,46167790,32890755,79058545,
08/12/2021,Kerala,25825242,18400915,44226157,
08/12/2021,Ladakh,212640,173267,385907,
08/12/2021,Lakshadweep,55490,50493,105983,
08/12/2021,Madhya Pradesh,51526945,40861125,92388070,
08/12/2021,Maharashtra,76852122,44273440,121125562,
08/12/2021,Manipur,1296011,918261,2214272,
08/12/2021,Meghalaya,1184535,838319,2022854,
08/12/2021,Mizoram,738536,568949,1307485,
08/12/2021,Nagaland,747435,558368,1305803,
08/12/2021,Odisha,28243421,17051835,45295256,
08/12/2021,Puducherry,795018,503646,1298664,
08/12/2021,Punjab,16722056,8106778,24828834,
08/12/2021,Rajasthan,44308656,28190993,72499649,
08/12/2021,Sikkim,523805,474600,998405,
08/12/2021,Tamil Nadu,46899870,27495554,74395424,
08/12/2021,Telangana,26081046,13889345,39970391,
08/12/2021,Tripura,2559721,2063506,4623227,
08/12/2021,Uttar Pradesh,116328690,55914649,172243339,
08/12/2021,Uttarakhand,7650332,5534204,13184536,
08/12/2021,West Bengal,63906621,32038579,95945200,
08/12/2021,Miscellaneous,2237729,1569858,3807587,
08/12/2021,Total,807489355,496442931,1303932286,
09/12/2021,Andaman and Nicobar Islands,297867,273150,571017,
09/12/2021,Andhra Pradesh,36991387,26304045,63295432,
09/12/2021,Arunachal Pradesh,799357,627493,1426850,
09/12/2021,Assam,21563630,13185406,34749036,
09/12/2021,Bihar,55757890,32614314,88372204,
09/12/2021,Chandigarh,951378,666396,1617774,
09/12/2021,Chhattisgarh,17028899,10400656,27429555,
09/12/2021,Dadra and Nagar Haveli and Daman and Diu,681910,461285,1143195,
09/12/2021,Delhi,14319296,9541809,23861105,
09/12/2021,Goa,1290560,1057905,2348465,
09/12/2021,Gujarat,46205241,38061988,84267229,
09/12/2021,Haryana,18877427,11047231,29924658,
09/12/2021,Himachal Pradesh,5843934,5421628,11265562,
09/12/2021,Jammu and Kashmir,9633672,7529898,17163570,
09/12/2021,Jharkhand,17116896,8808655,25925551,
09/12/2021,Karnataka,46275623,33127533,79403156,
09/12/2021,Kerala,25854091,18633646,44487737,
09/12/2021,Ladakh,212727,173445,386172,
09/12/2021,Lakshadweep,55500,50630,106130,
09/12/2021,Madhya Pradesh,51567497,41370798,92938295,
09/12/2021,Maharashtra,77120422,44830133,121950555,
09/12/2021,Manipur,1298044,923211,2221255,
09/12/2021,Meghalaya,1187407,842649,2030056,
09/12/2021,Mizoram,739591,570789,1310380,
09/12/2021,Nagaland,748333,559640,1307973,
09/12/2021,Odisha,28290119,17226206,45516325,
09/12/2021,Puducherry,797356,506048,1303404,
09/12/2021,Punjab,16749933,8197844,24947777,
09/12/2021,Rajasthan,44397767,28465013,72862780,
09/12/2021,Sikkim,523892,475393,999285,
09/12/2021,Tamil Nadu,47011095,27673861,74684956,
09/12/2021,Telangana,26239128,14085416,40324544,
09/12/2021,Tripura,2560539,2070082,4630621,
09/12/2021,Uttar Pradesh,116976241,56899058,173875299,
09/12/2021,Uttarakhand,7656804,5575750,13232554,
09/12/2021,West Bengal,63950786,32248364,96199150,
09/12/2021,Miscellaneous,2237744,1569906,3807650,
09/12/2021,Total,809809983,502077274,1311887257,
10/12/2021,Andaman and Nicobar Islands,297957,275131,573088,
10/12/2021,Andhra Pradesh,37263172,26506889,63770061,
10/12/2021,Arunachal Pradesh,799893,629350,1429243,
10/12/2021,Assam,21581345,13426265,35007610,
10/12/2021,Bihar,55841790,33004654,88846444,
10/12/2021,Chandigarh,952319,669555,1621874,
10/12/2021,Chhattisgarh,17099997,10510323,27610320,
10/12/2021,Dadra and Nagar Haveli and Daman and Diu,683117,465630,1148747,
10/12/2021,Delhi,14359352,9604547,23963899,
10/12/2021,Goa,1291310,1060537,2351847,
10/12/2021,Gujarat,46259699,38585567,84845266,
10/12/2021,Haryana,18906357,11172149,30078506,
10/12/2021,Himachal Pradesh,5845241,5428535,11273776,
10/12/2021,Jammu and Kashmir,9637043,7579248,17216291,
10/12/2021,Jharkhand,17176489,8921182,26097671,
10/12/2021,Karnataka,46393718,33478523,79872241,
10/12/2021,Kerala,25872961,18797575,44670536,
10/12/2021,Ladakh,212782,173601,386383,
10/12/2021,Lakshadweep,55500,50692,106192,
10/12/2021,Madhya Pradesh,51601207,41869093,93470300,
10/12/2021,Maharashtra,77391613,45419028,122810641,
10/12/2021,Manipur,1299862,928526,2228388,
10/12/2021,Meghalaya,1191722,847035,2038757,
10/12/2021,Mizoram,740073,571645,1311718,
10/12/2021,Nagaland,749423,561325,1310748,
10/12/2021,Odisha,28336965,17421832,45758797,
10/12/2021,Puducherry,799919,508488,1308407,
10/12/2021,Punjab,16775696,8283581,25059277,
10/12/2021,Rajasthan,44510720,28866227,73376947,
10/12/2021,Sikkim,524004,476348,1000352,
10/12/2021,Tamil Nadu,47109548,27827049,74936597,
10/12/2021,Telangana,26403872,14327805,40731677,
10/12/2021,Tripura,2560978,2072907,4633885,
10/12/2021,Uttar Pradesh,117610990,57873591,175484581,
10/12/2021,Uttarakhand,7662919,5617956,13280875,
10/12/2021,West Bengal,64006929,32565961,96572890,
10/12/2021,Miscellaneous,2237744,1569906,3807650,
10/12/2021,Total,812044226,507948256,1319992482,
11/12/2021,Andaman and Nicobar Islands,298072,276925,574997,
11/12/2021,Andhra Pradesh,37487941,26649475,64137416,
11/12/2021,Arunachal Pradesh,800099,630274,1430373,
11/12/2021,Assam,21597997,13676393,35274390,
11/12/2021,Bihar,55934625,33463566,89398191,
11/12/2021,Chandigarh,953375,673347,1626722,
11/12/2021,Chhattisgarh,17185412,10659366,27844778,
11/12/2021,Dadra and Nagar Haveli and Daman and Diu,684200,470240,1154440,
11/12/2021,Delhi,14409155,9694184,24103339,
11/12/2021,Goa,1292178,1063674,2355852,
11/12/2021,Gujarat,46305011,38931898,85236909,
11/12/2021,Haryana,18933210,11285580,30218790,
11/12/2021,Himachal Pradesh,5846269,5433797,11280066,
11/12/2021,Jammu and Kashmir,9639989,7619779,17259768,
11/12/2021,Jharkhand,17231845,9028590,26260435,
11/12/2021,Karnataka,46491564,33746464,80238028,
11/12/2021,Kerala,25881949,18882674,44764623,
11/12/2021,Ladakh,212873,173787,386660,
11/12/2021,Lakshadweep,55510,50784,106294,
11/12/2021,Madhya Pradesh,51650085,42583391,94233476,
11/12/2021,Maharashtra,77633835,45974230,123608065,
11/12/2021,Manipur,1301583,932959,2234542,
11/12/2021,Meghalaya,1195429,849729,2045158,
11/12/2021,Mizoram,740532,572175,1312707,
11/12/2021,Nagaland,749682,561583,1311265,
11/12/2021,Odisha,28384821,17602488,45987309,
11/12/2021,Puducherry,802786,511819,1314605,
11/12/2021,Punjab,16802615,8373808,25176423,
11/12/2021,Rajasthan,44670118,29590900,74261018,
11/12/2021,Sikkim,524040,476480,1000520,
11/12/2021,Tamil Nadu,47560294,28910991,76471285,
11/12/2021,Telangana,26561634,14598642,41160276,
11/12/2021,Tripura,2561675,2077501,4639176,
11/12/2021,Uttar Pradesh,118180580,58693681,176874261,
11/12/2021,Uttarakhand,7668305,5653946,13322251,
11/12/2021,West Bengal,64047643,32924529,96972172,
11/12/2021,Miscellaneous,2237744,1569906,3807650,
11/12/2021,Total,814514675,514869555,1329384230,
12/12/2021,Andaman and Nicobar Islands,298094,277390,575484,
12/12/2021,Andhra Pradesh,37671968,26678785,64350753,
12/12/2021,Arunachal Pradesh,800184,630405,1430589,
12/12/2021,Assam,21601111,13711672,35312783,
12/12/2021,Bihar,55977449,33644867,89622316,
12/12/2021,Chandigarh,953771,674758,1628529,
12/12/2021,Chhattisgarh,17222332,10723933,27946265,
12/12/2021,Dadra and Nagar Haveli and Daman and Diu,684382,472152,1156534,
12/12/2021,Delhi,14424086,9715176,24139262,
12/12/2021,Goa,1292179,1063685,2355864,
12/12/2021,Gujarat,46314869,38991534,85306403,
12/12/2021,Haryana,18941045,11315378,30256423,
12/12/2021,Himachal Pradesh,5846339,5434148,11280487,
12/12/2021,Jammu and Kashmir,9640535,7636569,17277104,
12/12/2021,Jharkhand,17287340,9127844,26415184,
12/12/2021,Karnataka,46528160,33807855,80336015,
12/12/2021,Kerala,25883393,18893030,44776423,
12/12/2021,Ladakh,212873,173788,386661,
12/12/2021,Lakshadweep,55513,50811,106324,
12/12/2021,Madhya Pradesh,51656474,42669240,94325714,
12/12/2021,Maharashtra,77695459,46085643,123781102,
12/12/2021,Manipur,1302631,934262,2236893,
12/12/2021,Meghalaya,1195979,849997,2045976,
12/12/2021,Mizoram,740641,572213,1312854,
12/12/2021,Nagaland,751709,563103,1314812,
12/12/2021,Odisha,28400830,17640959,46041789,
12/12/2021,Puducherry,803455,512705,1316160,
12/12/2021,Punjab,16807344,8388455,25195799,
12/12/2021,Rajasthan,44694911,29686770,74381681,
12/12/2021,Sikkim,524040,476481,1000521,
12/12/2021,Tamil Nadu,47663749,29059651,76723400,
12/12/2021,Telangana,26597245,14616499,41213744,
12/12/2021,Tripura,2561727,2078318,4640045,
12/12/2021,Uttar Pradesh,118461348,58956902,177418250,
12/12/2021,Uttarakhand,7670219,5666438,13336657,
12/12/2021,West Bengal,64055874,32976138,97032012,
12/12/2021,Miscellaneous,2237744,1569906,3807650,
12/12/2021,Total,815457002,516327460,1331784462,
13/12/2021,Andaman and Nicobar Islands,298237,278762,576999,
13/12/2021,Andhra Pradesh,37943672,26821966,64765638,
13/12/2021,Arunachal Pradesh,800699,632906,1433605,
13/12/2021,Assam,21611406,13855649,35467055,
13/12/2021,Bihar,56045533,33949740,89995273,
13/12/2021,Chandigarh,954670,677936,1632606,
13/12/2021,Chhattisgarh,17258363,10807400,28065763,
13/12/2021,Dadra and Nagar Haveli and Daman and Diu,685731,475451,1161182,
13/12/2021,Delhi,14473693,9800952,24274645,
13/12/2021,Goa,1293076,1067118,2360194,
13/12/2021,Gujarat,46349612,39236840,85586452,
13/12/2021,Haryana,18966178,11432287,30398465,
13/12/2021,Himachal Pradesh,5847375,5439234,11286609,
13/12/2021,Jammu and Kashmir,9643673,7674486,17318159,
13/12/2021,Jharkhand,17350776,9249614,26600390,
13/12/2021,Karnataka,46628783,34069893,80698676,
13/12/2021,Kerala,25903483,19073392,44976875,
13/12/2021,Ladakh,212910,173843,386753,
13/12/2021,Lakshadweep,55519,50851,106370,
13/12/2021,Madhya Pradesh,51685690,43084552,94770242,
13/12/2021,Maharashtra,77916225,46621330,124537555,
13/12/2021,Manipur,1304324,938759,2243083,
13/12/2021,Meghalaya,1201784,854707,2056491,
13/12/2021,Mizoram,740988,573635,1314623,
13/12/2021,Nagaland,753045,565051,1318096,
13/12/2021,Odisha,28439439,17806528,46245967,
13/12/2021,Puducherry,806706,516010,1322716,
13/12/2021,Punjab,16830148,8467842,25297990,
13/12/2021,Rajasthan,44777714,29983375,74761089,
13/12/2021,Sikkim,524178,477774,1001952,
13/12/2021,Tamil Nadu,47781809,29243855,77025664,
13/12/2021,Telangana,26726751,14856980,41583731,
13/12/2021,Tripura,2562521,2082749,4645270,
13/12/2021,Uttar Pradesh,119059750,59735424,178795174,
13/12/2021,Uttarakhand,7675830,5702669,13378499,
13/12/2021,West Bengal,64106438,33508369,97614807,
13/12/2021,Miscellaneous,2237773,1570146,3807919,
13/12/2021,Total,817454502,521358075,1338812577,
14/12/2021,Andaman and Nicobar Islands,298323,280068,578391,
14/12/2021,Andhra Pradesh,38160957,26957686,65118643,
14/12/2021,Arunachal Pradesh,801151,634399,1435550,
14/12/2021,Assam,21620660,13984745,35605405,
14/12/2021,Bihar,56205937,34743167,90949104,
14/12/2021,Chandigarh,955519,681003,1636522,
14/12/2021,Chhattisgarh,17281441,10860745,28142186,
14/12/2021,Dadra and Nagar Haveli and Daman and Diu,686900,480125,1167025,
14/12/2021,Delhi,14518707,9879405,24398112,
14/12/2021,Goa,1293780,1070082,2363862,
14/12/2021,Gujarat,46399722,39569290,85969012,
14/12/2021,Haryana,18993134,11558292,30551426,
14/12/2021,Himachal Pradesh,5848414,5445205,11293619,
14/12/2021,Jammu and Kashmir,9646290,7712116,17358406,
14/12/2021,Jharkhand,17408042,9361100,26769142,
14/12/2021,Karnataka,46715928,34299110,81015038,
14/12/2021,Kerala,25921431,19243505,45164936,
14/12/2021,Ladakh,213040,174070,387110,
14/12/2021,Lakshadweep,55522,50922,106444,
14/12/2021,Madhya Pradesh,51706826,43348941,95055767,
14/12/2021,Maharashtra,78120395,47121888,125242283,
14/12/2021,Manipur,1305698,942353,2248051,
14/12/2021,Meghalaya,1208563,859618,2068181,
14/12/2021,Mizoram,741350,574685,1316035,
14/12/2021,Nagaland,753843,566614,1320457,
14/12/2021,Odisha,28475850,17974203,46450053,
14/12/2021,Puducherry,809556,519082,1328638,
14/12/2021,Punjab,16855009,8552497,25407506,
14/12/2021,Rajasthan,44859567,30273618,75133185,
14/12/2021,Sikkim,524251,478355,1002606,
14/12/2021,Tamil Nadu,47893217,29406791,77300008,
14/12/2021,Telangana,26843423,15120689,41964112,
14/12/2021,Tripura,2563219,2087066,4650285,
14/12/2021,Uttar Pradesh,119686528,60551747,180238275,
14/12/2021,Uttarakhand,7681420,5738877,13420297,
14/12/2021,West Bengal,64150177,34000715,98150892,
14/12/2021,Miscellaneous,2237773,1570146,3807919,
14/12/2021,Total,819441563,526672920,1346114483,
15/12/2021,Andaman and Nicobar Islands,298414,282976,581390,
15/12/2021,Andhra Pradesh,38239078,27080337,65319415,
15/12/2021,Arunachal Pradesh,801492,635806,1437298,
15/12/2021,Assam,21627581,14062218,35689799,
15/12/2021,Bihar,56275895,35083161,91359056,
15/12/2021,Chandigarh,956278,683848,1640126,
15/12/2021,Chhattisgarh,17326801,10980254,28307055,
15/12/2021,Dadra and Nagar Haveli and Daman and Diu,687934,482974,1170908,
15/12/2021,Delhi,14556889,9947992,24504881,
15/12/2021,Goa,1294367,1072600,2366967,
15/12/2021,Gujarat,46432113,39786998,86219111,
15/12/2021,Haryana,19018044,11672957,30691001,
15/12/2021,Himachal Pradesh,5849371,5450040,11299411,
15/12/2021,Jammu and Kashmir,9648944,7757897,17406841,
15/12/2021,Jharkhand,17463476,9468209,26931685,
15/12/2021,Karnataka,46839617,34743471,81583088,
15/12/2021,Kerala,25927310,19293294,45220604,
15/12/2021,Ladakh,213124,174234,387358,
15/12/2021,Lakshadweep,55527,50961,106488,
15/12/2021,Madhya Pradesh,51736940,43829166,95566106,
15/12/2021,Maharashtra,78305255,47614733,125919988,
15/12/2021,Manipur,1306925,946138,2253063,
15/12/2021,Meghalaya,1213712,863334,2077046,
15/12/2021,Mizoram,742195,577852,1320047,
15/12/2021,Nagaland,754465,567937,1322402,
15/12/2021,Odisha,28514908,18140171,46655079,
15/12/2021,Puducherry,812377,521966,1334343,
15/12/2021,Punjab,16874376,8620529,25494905,
15/12/2021,Rajasthan,44952767,30550720,75503487,
15/12/2021,Sikkim,524281,478558,1002839,
15/12/2021,Tamil Nadu,47981826,29543751,77525577,
15/12/2021,Telangana,26938093,15329346,42267439,
15/12/2021,Tripura,2563734,2090282,4654016,
15/12/2021,Uttar Pradesh,120260576,61298712,181559288,
15/12/2021,Uttarakhand,7686282,5771021,13457303,
15/12/2021,West Bengal,64187408,34406249,98593657,
15/12/2021,Miscellaneous,2237773,1570146,3807919,
15/12/2021,Total,821106148,531430838,1352536986,
16/12/2021,Andaman and Nicobar Islands,298525,284050,582575,
16/12/2021,Andhra Pradesh,38318034,27200371,65518405,
16/12/2021,Arunachal Pradesh,801778,637195,1438973,
16/12/2021,Assam,21637038,14197102,35834140,
16/12/2021,Bihar,56359931,35484136,91844067,
16/12/2021,Chandigarh,957039,686657,1643696,
16/12/2021,Chhattisgarh,17357961,11066767,28424728,
16/12/2021,Dadra and Nagar Haveli and Daman and Diu,688940,485341,1174281,
16/12/2021,Delhi,14594115,10020029,24614144,
16/12/2021,Goa,1294891,1074852,2369743,
16/12/2021,Gujarat,46466318,40048592,86514910,
16/12/2021,Haryana,19048438,11809260,30857698,
16/12/2021,Himachal Pradesh,5850186,5454604,11304790,
16/12/2021,Jammu and Kashmir,9651508,7812557,17464065,
16/12/2021,Jharkhand,17525214,9567854,27093068,
16/12/2021,Karnataka,46903088,34944859,81847947,
16/12/2021,Kerala,25946078,19461737,45407815,
16/12/2021,Ladakh,213194,174364,387558,
16/12/2021,Lakshadweep,55529,51053,106582,
16/12/2021,Madhya Pradesh,51810268,45333086,97143354,
16/12/2021,Maharashtra,78473998,48066616,126540614,
16/12/2021,Manipur,1308279,949713,2257992,
16/12/2021,Meghalaya,1220114,867982,2088096,
16/12/2021,Mizoram,742636,579278,1321914,
16/12/2021,Nagaland,754877,568772,1323649,
16/12/2021,Odisha,28557252,18307820,46865072,
16/12/2021,Puducherry,815273,524862,1340135,
16/12/2021,Punjab,16893525,8689416,25582941,
16/12/2021,Rajasthan,45029897,30771438,75801335,
16/12/2021,Sikkim,524305,479087,1003392,
16/12/2021,Tamil Nadu,48077784,29698941,77776725,
16/12/2021,Telangana,27047165,15605570,42652735,
16/12/2021,Tripura,2564137,2093098,4657235,
16/12/2021,Uttar Pradesh,120863446,62153268,183016714,
16/12/2021,Uttarakhand,7691629,5806090,13497719,
16/12/2021,West Bengal,64218256,34671285,98889541,
16/12/2021,Miscellaneous,2237773,1570146,3807919,
16/12/2021,Total,822798419,537197848,1359996267,
17/12/2021,Andaman and Nicobar Islands,298632,286319,584951,
17/12/2021,Andhra Pradesh,38381084,27310937,65692021,
17/12/2021,Arunachal Pradesh,802108,638333,1440441,
17/12/2021,Assam,21645718,14324378,35970096,
17/12/2021,Bihar,56427110,35801104,92228214,
17/12/2021,Chandigarh,957696,688783,1646479,
17/12/2021,Chhattisgarh,17389049,11152943,28541992,
17/12/2021,Dadra and Nagar Haveli and Daman and Diu,689871,488176,1178047,
17/12/2021,Delhi,14626090,10083854,24709944,
17/12/2021,Goa,1295399,1077134,2372533,
17/12/2021,Gujarat,46495311,40255696,86751007,
17/12/2021,Haryana,19076509,11932620,31009129,
17/12/2021,Himachal Pradesh,5850891,5458587,11309478,
17/12/2021,Jammu and Kashmir,9653842,7868709,17522551,
17/12/2021,Jharkhand,17592142,9684746,27276888,
17/12/2021,Karnataka,46995344,35328504,82323848,
17/12/2021,Kerala,25961728,19599423,45561151,
17/12/2021,Ladakh,213237,174451,387688,
17/12/2021,Lakshadweep,55531,51115,106646,
17/12/2021,Madhya Pradesh,51833090,45676460,97509550,
17/12/2021,Maharashtra,78634670,48506199,127140869,
17/12/2021,Manipur,1309759,953366,2263125,
17/12/2021,Meghalaya,1224455,871759,2096214,
17/12/2021,Mizoram,743069,580578,1323647,
17/12/2021,Nagaland,755422,570100,1325522,
17/12/2021,Odisha,28601821,18490115,47091936,
17/12/2021,Puducherry,817765,527665,1345430,
17/12/2021,Punjab,16906661,8735597,25642258,
17/12/2021,Rajasthan,45136539,31169396,76305935,
17/12/2021,Sikkim,524380,479769,1004149,
17/12/2021,Tamil Nadu,48158230,29830300,77988530,
17/12/2021,Telangana,27150271,15898183,43048454,
